subject,status,mcgill_code,mcgill_title,host_code,host_title,institution,country
AFRI,Equivalent,AFRI3XX,African Studies 3XX,REGION09850,Regional Studies: Africa,University of Navarra,Spain
AFRI,Equivalent,AFRI5XX,African Studies 5XX,TAFANFA75U,Thematic course: New Frontiers in Africa,University of Copenhagen,Denmark
AGEC,Equivalent,AGEC200,Principles of Microeconomics,ECON1001,Introduction to microeconomics,Carleton University,Canada
AGEC,Equivalent,AGEC200,Principles of Microeconomics,AGC1001,Microéconomie appliquée,Université Laval,Canada
AGEC,Not Equivalent,AGEC200,Principles of Microeconomics,STT1085,Statistiques en biologie,Université du Québec à Montréal (UQAM),Canada
AGEC,Equivalent,AGEC200,Principles of Microeconomics,1901218W,Introduction to Microeconomics,Nanjing University of Aeronautics and Astronautics,China
AGEC,Equivalent,AGEC200,Principles of Microeconomics,EC107,Microeconomics,Shanghai Jiao Tong University,China
AGEC,Equivalent,AGEC200,Principles of Microeconomics,102,ECO-102,Bergen Community College,USA
AGEC,Not Equivalent,AGEC200,Principles of Microeconomics,ECON2200,Principles of Microeconomics,Columbus State Community College,USA
AGEC,Equivalent,AGEC201,Principles of Macroeconomics,ECN1010,Principes de macroéconomie,Université Laval,Canada
AGEC,Equivalent,AGEC201,Principles of Macroeconomics,02530070,MacroEconomics,Peking University,China
AGEC,Equivalent,AGEC201,Principles of Macroeconomics,02832120,Macroeconomics,Peking University,China
AGEC,Equivalent,AGEC201,Principles of Macroeconomics,EC108,Macroeconomics,Shanghai Jiao Tong University,China
AGEC,Equivalent,AGEC201,Principles of Macroeconomics,101,ECO-101,Bergen Community College,USA
AGEC,Equivalent,AGEC231,Economic Systems of Agriculture,AECO25A26,"Agriculture, Food, and Globalization",Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
AGEC,Not Equivalent,AGEC320,Intermediate Microeconomic Theory,1901554W,Intermediate Microeconomics I,Nanjing University of Aeronautics and Astronautics,China
AGEC,Equivalent,AGEC332,Farm Management and Finance,XXX,Brazilian Agribusiness,Brazilian School of Public and Business Administration,Brazil
AGEC,Not Equivalent,AGEC333,Resource Economics,ECON372,Energy and Environmental Economics,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
AGEC,Not Equivalent,AGEC425,Applied Econometrics,02833720,Econometrics,Peking University,China
AGEC,Not Equivalent,AGEC442,Economics of International Agricultural Development,21130008,Development Economics and Its Practice in China,Peking University,China
AGEC,Not Equivalent,AGEC442,Economics of International Agricultural Development,NIFB14033U,Development Economics,University of Copenhagen,Denmark
AGEC,Not Equivalent,AGEC450,Agribusiness Management,0000,Brazilian Agribusiness,Brazilian School of Public and Business Administration,Brazil
AGEC,Not Equivalent,AGEC491,Research and Methodology,BIO1001A,Méthodes de recherche en biologie,Universite de Montreal,Canada
AGEC,Equivalent,AGEC491,Research and Methodology,AGC1010,Méthodologie en agroéconomie,Université Laval,Canada
AGEC,Not Equivalent,AGEC4XX,Agricultural Economics 4XX,AGC4100,Gestion de la distribution alimentaire,Université Laval,Canada
AGRI,Equivalent,AGRI120,Exobiospheres,DELETEAGRI100,DELETEES-Test,Concordia University,Canada
AGRI,Equivalent,AGRI2XX,Agriculture 2XX,AGRI1001,Feeding the World,The University of Western Australia (UWA),Australia
AGRI,Equivalent,AGRI2XX,Agriculture 2XX,AGRI10039,Australia in the Wine World,University of Melbourne,Australia
AGRI,Equivalent,AGRI2XX,Agriculture 2XX,AGRI1299,Food System Field Analysis,Kwantlen Poly University,Canada
AGRI,Equivalent,AGRI2XX,Agriculture 2XX,DSCY10190,How Sustainable is my food?,University College Dublin,Ireland
AGRI,Equivalent,AGRI310,Internship in Agriculture/Environment,AGC2504,Stage en entreprise agricole,Université Laval,Canada
AGRI,Equivalent,AGRI3XX,Agriculture 3XX,07SMEEE357,"Agroecology, Food Security & Sustainable Production",University of Zurich,Switzerland
AGRI,Not Equivalent,AGRI411,"Global Issues on Development, Food and Agriculture",ANTH2225,"Human Futures: Energy, Food and Sustainable Environments",The University of Western Australia (UWA),Australia
AGRI,Not Equivalent,AGRI411,"Global Issues on Development, Food and Agriculture",ODS14,ODS 14 Humanity’s Biggest Challenges - Life below Water,Catolica-Lisbon School of Business and Education,Portugal
AGRIXXX,Equivalent,AGRIXXX,Agriculture XXX,ENVI1003,"Global Challenges: Food, Water, Climate",University of Sydney,Australia
AGRIXXX,Not Equivalent,AGRIXXX,Agriculture XXX,0000,Brazilian Agribusiness,Brazilian School of Public and Business Administration,Brazil
AGRIXXX,Equivalent,AGRIXXX,Agriculture XXX,DELETEAGC1234,DELETEtest course,Université Laval,Canada
AGRIXXX,Not Equivalent,AGRIXXX,Agriculture XXX,AECO25A26,"Agriculture, Food and Globalization",Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
AGRIXXX,Equivalent,AGRIXXX,Agriculture XXX,BSE7032,Agriculture and the Environment,National Taiwan University (NTU),Taiwan
ANAT,Equivalent,ANAT1XX,Anatomy & Cell Biology 1XX,BHSC1200,Human Anatomy & Physiology,British Columbia Institute of Tech,Canada
ANAT,Not Equivalent,ANAT1XX,Anatomy & Cell Biology 1XX,ANAT100,Anatomy of the Human body,Queen's University,Canada
ANAT,Not Equivalent,ANAT212,Molecular Mechanisms of Cell Function,BIOL230,Human Physiology,Athabasca University,Canada
ANAT,Equivalent,ANAT214,Systemic Human Anatomy,ANAT30008,Viscera and Visceral Systems,University of Melbourne,Australia
ANAT,Not Equivalent,ANAT214,Systemic Human Anatomy,BIOL235,Human Anatomy and Physiology,Athabasca University,Canada
ANAT,Not Equivalent,ANAT214,Systemic Human Anatomy,EXCI254,Human Anatomy II: Systemic Anatomy,Concordia University,Canada
ANAT,Not Equivalent,ANAT214,Systemic Human Anatomy,KIN110,Human Anatomy,University of British Columbia (UBC) - All Campuses,Canada
ANAT,Not Equivalent,ANAT214,Systemic Human Anatomy,KIN260,Human Anatomy,University of Regina,Canada
ANAT,Equivalent,ANAT214,Systemic Human Anatomy,BIOL2043,Human Biological Sciences 2,The University of Glasgow,"Scotland, UK"
ANAT,Not Equivalent,ANAT214,Systemic Human Anatomy,BI223CS,Anatomy & Physiology 1,Dominican College,USA
ANAT,Equivalent,ANAT214,Systemic Human Anatomy,BIOL121,Human Anatomy and Physiology 1 (and Lab),Westchester Community College (SUNY),USA
ANAT,Equivalent,ANAT214,Systemic Human Anatomy,BIOL123,Human Anatomy and Physiology 2 (and lab),Westchester Community College (SUNY),USA
ANAT,Equivalent,ANAT262,Introductory Molecular and Cell Biology,BCMB30003,Molecular Aspects of Cell Biology,University of Melbourne,Australia
ANAT,Equivalent,ANAT262,Introductory Molecular and Cell Biology,BIOL2200,Cell Structure & Function,University of Queensland (UQ),Australia
ANAT,Equivalent,ANAT262,Introductory Molecular and Cell Biology,27030,Biomedical cell and tissue biology,Technical University of Denmark,Denmark
ANAT,Equivalent,ANAT262,Introductory Molecular and Cell Biology,CELL0010,Intermediate Cell Biology: Cell Signalling and Regulation,University College London (UCL) - University of London,"England, UK"
ANAT,Not Equivalent,ANAT2XX,Anatomy & Cell Biology 2XX,EXCI202,The Body Human: Function and Form,Concordia University,Canada
ANAT,Not Equivalent,ANAT2XX,Anatomy & Cell Biology 2XX,CELL0003,Cellular and Developmental Neurobiology,University College London (UCL) - University of London,"England, UK"
ANAT,Equivalent,ANAT2XX,Anatomy & Cell Biology 2XX,SS5601,HUMAN ANATOMY & PHYSIOLOGY,Nanyang Technological University,Singapore
ANAT,Not Equivalent,ANAT314,Human Musculoskeletal Anatomy ,ANAT20009,human anatomy 1,University of Bristol,"England, UK"
ANAT,Not Equivalent,ANAT314,Human Musculoskeletal Anatomy ,ANAT20010,human anatomy 2,University of Bristol,"England, UK"
ANAT,Equivalent,ANAT314,Human Musculoskeletal Anatomy ,101935,Human Anatomy: Locomotor System,Autonomous University of Barcelona,Spain
ANAT,Equivalent,ANAT321,Circuitry of the Human Brain,3411ANAT,Neuroanatomy,University of New South Wales (UNSW),Australia
ANAT,Equivalent,ANAT321,Circuitry of the Human Brain,HMB320,Neuroanatomy,University of Toronto,Canada
ANAT,Equivalent,ANAT321,Circuitry of the Human Brain,ANAT0003,Human Neuroanatomy,University College London (UCL) - University of London,"England, UK"
ANAT,Equivalent,ANAT321,Circuitry of the Human Brain,ISSU0065,How The Brain Works and What Can Go Wrong,University College London (UCL) - University of London,"England, UK"
ANAT,Equivalent,ANAT365,Cellular Trafficking,BIO300,Mechanics of cells and tissues,École Polytechnique Fédérale de Lausanne,Switzerland
ANAT,Equivalent,ANAT381,Experimental Embryology,26999,Human Structure and Function,The University of Birmingham,"England, UK"
ANAT,Not Equivalent,ANAT381,Experimental Embryology,BIO347,From Cells to Animals: Developmental Cell Biology,University of Zurich,Switzerland
ANAT,Not Equivalent,ANAT381,Basis of Embryology,MCB141,Developmental Biology,University of California - Berkeley,USA
ANAT,Not Equivalent,ANAT3XX,Anatomy & Cell Biology 3XX,AUD1131,"Anatomie et physiologie des systèmes auditif et vestibulaire, et de la parole",Universite de Montreal,Canada
ANAT,Equivalent,ANAT3XX,Anatomy & Cell Biology 3XX,MB100P01,Seeing is believing I - Everyday Microscopy for Biologists,Charles University in Prague,Czech Republic
ANAT,Not Equivalent,ANAT3XX,Anatomy & Cell Biology 3XX,MB150P95,Chronobiology,Charles University in Prague,Czech Republic
ANAT,Not Equivalent,ANAT3XX,Anatomy & Cell Biology 3XX,SMOA09008U,Cellular and Molecular Immunology,University of Copenhagen,Denmark
ANAT,Not Equivalent,ANAT3XX,Anatomy & Cell Biology 3XX,BIOL3402,Cell biology and cell technology,The University of Hong Kong (HKU),"Hong Kong, SAR"
ANAT,Equivalent,ANAT3XX,Anatomy & Cell Biology 3XX,WBBY06205,Neurobiology of Ageing,University of Groningen,Netherlands
ANAT,Equivalent,ANAT3XX,Anatomy & Cell Biology 3XX,BIOL4279,Neuromodulation & Synaptic Plasticity 4C option,The University of Glasgow,"Scotland, UK"
ANAT,Not Equivalent,ANAT3XX,Anatomy & Cell Biology 3XX,BIO310,Cellular and molecular biology III,Bogazici (Bosphorus) University,Turkey
ANAT,Equivalent,ANAT416,"Development, Disease and Regeneration",YAMB8U16,UE Development and differentiation,Université Grenoble Alpes (UGA),France
ANAT,Equivalent,ANAT416,"Development, Disease and Regeneration",NEUROSC186,"Neural stem cells: Biology, Diseases, and Therapies",University of California - Los Angeles,USA
ANAT,Equivalent,ANAT4XX,Anatomy & Cell Biology 4XX,13B903,La microscopie à super-résolution en biologie cellulaire,University of Geneva,Switzerland
ANAT,Equivalent,ANAT4XX,Anatomy & Cell Biology 4XX,BIO407,Advanced Microscopy: From preparation to data and visualization,University of Zurich,Switzerland
ANAT,Equivalent,ANAT541,Cell and Molecular Biology of Aging,BIOL0022,Biology of Ageing,University College London (UCL) - University of London,"England, UK"
ANSC,Not Equivalent,ANSC234,Biochemistry 2,BABS1111,Big Fat Myths,University of New South Wales (UNSW),Australia
ANSC,Equivalent,ANSC234,Biochemistry 2,1901825W,Biochemistry II,Nanjing University of Aeronautics and Astronautics,China
ANSC,Equivalent,ANSC250,Principles of Animal Science,SAN1002,Principes fondamentaux en sciences animales,Université Laval,Canada
ANSC,Equivalent,ANSC250,Introduction to Livestock Management,1901918W,Introduction to Animal Science,Nanjing University of Aeronautics and Astronautics,China
ANSC,Equivalent,ANSC250,Principles of Animal Science,ASCI1000,Introductory Animal Sciences,University of Vermont,USA
ANSC,Not Equivalent,ANSC312,Animal Health and Disease,ZOOL10010,Medical Zoology,University College Dublin,Ireland
ANSC,Not Equivalent,ANSC323,Mammalian Physiology,PHGY215,Principles of Mammalian Physiology I,Queen's University,Canada
ANSC,Not Equivalent,ANSC323,Mammalian Physiology,BIO1634,Principes de physiologie animale,Universite de Montreal,Canada
ANSC,Not Equivalent,ANSC323,Mammalian Physiology,BIO2490,Mammalogie,Universite de Montreal,Canada
ANSC,Not Equivalent,ANSC323,Mammalian Physiology,BIO3703,Physiologie animale 1,University of Ottawa,Canada
ANSC,Equivalent,ANSC323,Mammalian Physiology,PHYSIOL1021,INTRO TO HUMAN PHYSIOLOGY,University of Western Ontario (UWO),Canada
ANSC,Equivalent,ANSC323,Mammalian Physiology,BIOL3630,Animal Physiology,The Chinese University of Hong Kong,"Hong Kong, SAR"
ANSC,Equivalent,ANSC323,Mammalian Physiology,FNSC4101,Human Physiology for Nutrition Studies I,The Chinese University of Hong Kong,"Hong Kong, SAR"
ANSC,Not Equivalent,ANSC323,Mammalian Physiology,LBI3112,Animal Physiology,University of the Americas Puebla (UDLAP),Mexico
ANSC,Not Equivalent,ANSC323,Mammalian Physiology,LSM2212,Human Anatomy,National University of Singapore,Singapore
ANSC,Not Equivalent,ANSC323,Mammalian Physiology,02042700,Pathology and Physiology,The Arab International University,Syria
ANSC,Equivalent,ANSC326,Fundamentals of Population Genetics,BIOL2008,Formal and Population Genetics,University of Porto,Portugal
ANSC,Not Equivalent,ANSC400,Eukaryotic Cells and Viruses,BIOL472,Virology,Concordia University,Canada
ANSC,Equivalent,ANSC400,Eukaryotic Cells and Viruses,1901816W,Eukaryotic Molecular Biology,Nanjing University of Aeronautics and Astronautics,China
ANSCXXX,Equivalent,ANSCXXX,Animal Science XXX,FNH161,Integrated Physiology for Human Nutrition II,University of British Columbia (UBC) - All Campuses,Canada
ANTH,Not Equivalent,ANTH199,First Year Seminar: Anthropology,AID3013,Environmental Ethics,University of Malaya,Malaysia
ANTH,Equivalent,ANTH201,Prehistoric Archaeology,HIST1801,Introduction to Archaelogy,University of the West Indies - Cave Hill Campus,Barbados
ANTH,Equivalent,ANTH201,Introduction to Archaeology,ANTH2304,World Archaeology,University of New Brunswick (UNB) - All Campuses,Canada
ANTH,Not Equivalent,ANTH201,Introduction to Archaeology,AFSV00427,Evolution and the Human Mind,Charles University in Prague,Czech Republic
ANTH,Equivalent,ANTH201,Introduction to Archaeology,ARCL0026,Public Archaeology,University College London (UCL) - University of London,"England, UK"
ANTH,Not Equivalent,ANTH201,Introduction to Archaeology,SO00BM10,CM Approches Anthropologiques Contemporaines,University of Strasbourg,France
ANTH,Equivalent,ANTH201,Introduction to Archaeology,ANTH1710,Understanding Archaeology,The Chinese University of Hong Kong,"Hong Kong, SAR"
ANTH,Equivalent,ANTH201,Introduction to Archaeology,ANTHRO200,Archaeology: Understanding the Past,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
ANTH,Equivalent,ANTH201,Prehistoric Archaeology,ARCA08005,Archaeology 1B,The University of Edinburgh,"Scotland, UK"
ANTH,Equivalent,ANTH201,Prehistoric Archaeology,ARCH1002,Archaeology in the Modern World,The University of Glasgow,"Scotland, UK"
ANTH,Equivalent,ANTH201,Introduction to Archaeology,HIST1801,Introduction to Archaeology,University of the West Indies - St. Augustine Campus,Trinidad & Tobago
ANTH,Not Equivalent,ANTH202,Socio-Cultural Anthropology,ARTS1870,Rethinking the Social,University of New South Wales (UNSW),Australia
ANTH,Not Equivalent,ANTH202,Socio-Cultural Anthropology,SOCW2008,"SOCW2008 Culture, Identity and Diversity",University of New South Wales (UNSW),Australia
ANTH,Equivalent,ANTH202,Socio-Cultural Anthropology,LPOLS1225,Anthropologie sociale et culturelle,Catholic University of Louvain,Belgium
ANTH,Equivalent,ANTH202,Socio-Cultural Anthropology,LPSP1332,Anthropologie culturelle et sociale,Catholic University of Louvain,Belgium
ANTH,Equivalent,ANTH202,Socio-Cultural Anthropology,202,anth,Concordia University,Canada
ANTH,Equivalent,ANTH202,Socio-Cultural Anthropology,ANTH202,Introduction to Culture,Concordia University,Canada
ANTH,Not Equivalent,ANTH202,Socio-Cultural Anthropology,CULT101,Cultural Studies Practices,University of British Columbia (UBC) - All Campuses,Canada
ANTH,Equivalent,ANTH202,Socio-Cultural Anthropology,ANTH1220,Cultural anthropology,University of Manitoba,Canada
ANTH,Equivalent,ANTH202,Socio-Cultural Anthropology,ANT102H5,Introduction to Sociocultural and Linguistic Anthropology,University of Toronto,Canada
ANTH,Equivalent,ANTH202,Socio-Cultural Anthropology,ANTR2003,Relaciones sociales,University of the Andes,Colombia
ANTH,Equivalent,ANTH202,Socio-Cultural Anthropology,SO00AM1C,Introduction à l'anthropologie,University of Strasbourg,France
ANTH,Equivalent,ANTH202,Socio-Cultural Anthropology,ANTH1010,Humans and Culture,The Chinese University of Hong Kong,"Hong Kong, SAR"
ANTH,Equivalent,ANTH202,Socio-Cultural Anthropology,ANTH1020,Anthropology: The Study of Global Humanity,The Chinese University of Hong Kong,"Hong Kong, SAR"
ANTH,Equivalent,ANTH202,Socio-Cultural Anthropology,APSS1A09,Introduction to Anthropology,The Hong Kong Polytechnic University,"Hong Kong, SAR"
ANTH,Equivalent,ANTH202,Socio-Cultural Anthropology,SOCI1003,Introduction to Anthropology,The University of Hong Kong (HKU),"Hong Kong, SAR"
ANTH,Equivalent,ANTH202,Socio-Cultural Anthropology,B4809,Anthropology of Globalization,University of Bologna,Italy
ANTH,Equivalent,ANTH202,Socio-Cultural Anthropology,ULAS0510002LE40,Cultural Anthropology I-E2,Kyoto University,Japan
