code,subject,title,credits,prereq_text,prereq_codes,coreq_text,coreq_codes,restrictions,description
ECSE695,ECSE,Thesis Research 5,4,,,,,,
ECSE696,ECSE,Thesis Research 6,4,,,,,,
ECSE697,ECSE,Thesis Research 7,4,,,,,,
ECSE701,ECSE,Ph.D. Qualifying Examination,0,,,,,,
ECSE702,ECSE,Ph.D. Research Plan Proposal,0,,,,,,
ECSE703,ECSE,Doctoral Research Seminar,0,ECSE 702,ECSE702,,,,
EDEA204,EDEA,Drawing,3,,,,,,
EDEA205,EDEA,Painting 2,3,EDEA 204 The additional course charge of $20 for EDEA 205 and EDEA 304 covers the cost of live models and selected other materials deemed necessary in the instruction of these courses. The fee is refundable until the end of the course add/drop period,EDEA204 EDEA304,,,,
EDEA206,EDEA,1st Year Professional Seminar,1,(EDEC 248 or EDEC 249) and (EDEC 260 or EDEC 261),EDEC248 EDEC249 EDEC260 EDEC261,EDFE 205,EDFE205,,
EDEA208,EDEA,Second Professional Seminar (Music),1,"EDFE 205, EDEC 260 or EDEC 261, EDEC 248 or EDEC 249, EDPE 300",EDFE205 EDEC260 EDEC261 EDEC248 EDEC249 EDPE300,EDFE 208,EDFE208,Not open to students who have taken or are taking EDEC 253,
EDEA241,EDEA,Basic Art Media for Classroom,3,,,,,,
EDEA242,EDEA,Cultural Skills 1,3,,,,,,
EDEA243,EDEA,Cultural Skills 2,3,,,,,,
EDEA244,EDEA,Cultural Skills - Fall,3,,,,,,
EDEA245,EDEA,Cultural Skills - Winter,3,,,,,,
EDEA246,EDEA,Cultural Skills - Spring,3,,,,,,
EDEA247,EDEA,Cultural Skills - Summer,3,,,,,,
EDEA296,EDEA,Basic Design,3,,,,,,
EDEA302,EDEA,Special Topics,3,,,,,,
EDEA304,EDEA,Painting 3,3,EDEA 205 The additional course charge of $10 for EDEA 205 and EDEA 304 covers the cost of live models and selected other materials deemed necessary in the instruction of these courses. The fee is refundable until the end of the course add/drop period,EDEA205,,,,
EDEA307,EDEA,Drawing 2,3,EDEA 204 The course includes a fee of $20 for art supplies such as pastels and to cover the cost of live models. The fee is refundable until the end of the course add/drop period,EDEA204,,,,
EDEA332,EDEA,Art Curriculum and Instruction - Elementary,3,,,,,,
EDEA341,EDEA,Listening for Learning,3,,,,,,
EDEA342,EDEA,Curriculum and Instruction in Drama Education,3,,,,,,
EDEA345,EDEA,Music Curriculum and Instruction for Generalists,3,,,,,,
EDEA407,EDEA,Final Year Professional Seminar Music,3,,,EDFE 407,EDFE407,Students in B.Ed. in Music or Concurrent B.Ed. and B.Mus,
EDEA410,EDEA,Aesthetics and Art for the Classroom,3,,,,,,
EDEA442,EDEA,Methods in Music Education 1,3,,,"EDFE 308, EDES 350",EDFE308 EDES350,,
EDEA472,EDEA,Methods in Music Education 2,3,EDEA 442,EDEA442,EDFE 407,EDFE407,,
EDEA496,EDEA,Sculpture 1,3,,,,,,
EDEA555,EDEA,Applied Theatre,3,,,,,,
EDEA655,EDEA,Arts-Based Educational Research,3,,,,,,
EDEC201,EDEC,First Year Professional Seminar,1,,,EDFE 200,EDFE200,Open to B.Ed. Secondary and B.Ed. K/Elem. students only,
EDEC202,EDEC,Effective Communication,3,,,,,,
EDEC203,EDEC,Communication in Education,3,,,,,,
EDEC203D1,EDEC,Communication in Education,1.5,,,,,,
EDEC203D2,EDEC,Communication in Education,1.5,,,,,,
EDEC211,EDEC,,3,,,,,,
EDEC213,EDEC,,3,EDEC 211,EDEC211,,,,
EDEC215,EDEC,English Exam for Teacher Certification,0,,,,,,
EDEC216,EDEC,Indigenous Language Requirement,0,,,,,,
EDEC220,EDEC,Curriculum Development,3,,,,,,
EDEC221,EDEC,Leadership and Group Skills,3,,,,,Normally for students registered within Certificate in First Nations and Inuit Educational Leadership,
EDEC222,EDEC,Personnel Management and Group Skills,3,,,,,Normally for students registered within Certificate in First Nations and Inuit Educational Leadership,
EDEC227,EDEC,Naskapi Language 1,3,,,,,,
EDEC228,EDEC,Naskapi Language 2,3,EDEC 227,EDEC227,,,,
EDEC229,EDEC,,3,,,,,,
EDEC230,EDEC,Conflict Resolution,3,,,,,Limited to students enrolled in off-campus programs delivered through First Nations and Inuit Education or permission of the OFNIE director,
EDEC233,EDEC,Indigenous Education,3,,,,,,
EDEC237,EDEC,Mi'gmaw Heritage Language 1,3,,,,,,
EDEC238,EDEC,Mi'gmaw Heritage Language 2,3,"EDEC 237 **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the third lecture day and withdrawal is the sixth lecture day.**",EDEC237,,,,
EDEC239,EDEC,Mi'gmaw Language 1,3,,,,,,
EDEC240,EDEC,Mi'gmaw Language 2,3,"EDEC 239 **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the third lecture day and withdrawal is the sixth lecture day.**",EDEC239,,,,
EDEC241,EDEC,Cree Language 1,3,,,,,,
EDEC242,EDEC,Cree Language 2,3,"EDEC 241 **These courses are only for the Office of First Nations and Inuit Education (OFNIE) for getting people to register online. **Web drop deadline is June 19, 2024 **Web add deadline is July 3, 2024 **Web withdrawal deadline is July 4, 2024",EDEC241,,,,
EDEC243,EDEC,Teaching: Multigrade Classrooms,3,,,,,,
EDEC244,EDEC,,3,,,,,,
EDEC245,EDEC,Middle School Teaching,3,,,,,,
EDEC246,EDEC,Middle School Curriculum,3,EDEC 245,EDEC245,,,,
EDEC247,EDEC,Policy Issues in Quebec and Indigenous Education,3,,,,,"Not open to students who have taken EDEM 405. Fall term only: **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the second lecture day and withdrawal is the fifth lecture day",
EDEC248,EDEC,Equity and Education,3,,,,,Not open to students who have taken or are taking EDEC 249,
EDEC249,EDEC,Global Education and Social Justice,3,,,,,Not open to students who have taken or are taking EDEC 248,
EDEC253,EDEC,Second Professional Seminar (Kindergarten/Elementary),1,"EDEE 223, EDEE 253, EDEE 273, EDEE 283",EDEE223 EDEE253 EDEE273 EDEE283,EDFE 256 or EDFE 208,EDFE256 EDFE208,Open to B.Ed.(K/Elem) students. Students in the B.Ed.(K/Elem) Pédagogie de l'Immersion Française (PIF) option must have successfully completed EDSL 345 before taking this course,
EDEC254,EDEC,Second Professional Seminar (Secondary),1,,,EDFE 254,EDFE254,Open to B.Ed. Sec and concurrent B.Sc. and B.Ed. students,
EDEC260,EDEC,Philosophical Foundations,3,,,,,Not open to students who have taken EDER 400. Students who have taken or are taking EDEC 261 cannot take this course for credit,
EDEC262,EDEC,"Media, Technology and Education",3,,,,,Not open to students who have taken or are taking EDGC 201,
EDEC270,EDEC,Algonquin Heritage Language 1,3,,,,,Not open to students who have taken EDEE 293,
EDEC271,EDEC,Algonquin Heritage Language 2,3,EDEC 270,EDEC270,,,Not open to students who have taken EDEC 234,
EDEC272,EDEC,Algonquin Language 1,3,,,,,Not open to students who have taken EDEE 294,
EDEC273,EDEC,Algonquin Language 2,3,EDEC 272,EDEC272,,,Not open to students who have taken EDEE 295,
EDEC275,EDEC,Mohawk Heritage Language 1,3,,,,,Not open to students who have taken EDEE 296,
EDEC276,EDEC,Mohawk Heritage Language 2,3,EDEC 275,EDEC275,,,Not open to students who have taken EDEC 236,
EDEC277,EDEC,Mohawk Language 1,3,,,,,Not open to students who have taken EDEE 297,
EDEC278,EDEC,Mohawk Language 2,3,EDEC 277,EDEC277,,,"Not open to students who have taken EDEE 298. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the second lecture day and withdrawal is the fourth lecture day",
EDEC288,EDEC,Inuktitut for Beginners,3,,,,,Not open to students who have taken EDEE 341,
EDEC289,EDEC,Inuktitut Orthography and Grammar,3,Fluency in Inuktitut,,,,Not open to students who have taken EDEE 249,
EDEC300,EDEC,Special Topics 1,3,,,,,,
EDEC301,EDEC,Special Topics 2,3,,,,,,
EDEC308,EDEC,Learning to Write Fiction,3,,,,,,
EDEC309,EDEC,Learning to Write Poetry,3,,,,,,
EDEC311,EDEC,Resource Management,6,,,,,Normally for students registered within the Certificate in First Nations and Inuit Educational Leadership,
EDEC312,EDEC,Practicum in Educational Leadership,3,,,,,Normally for students registered within the Certificate in First Nations and Inuit Educational Leadership,
EDEC313,EDEC,Indigenous Land-Based Pedagogy,3,,,,,"Open only to students enrolled in First Nations and Inuit programs offered by the Faculty of Education. **These courses are only for the Office of First Nations and Inuit Education (OFNIE) for getting people to register online. **Web drop deadline is July 5, 2024 **Web add deadline is July 10, 2024 **Web withdrawal deadline is July 11, 2024",
